(havtob) a2019403475@nasp-cpu-01:~$ cat VGG19_PS_output_256bsz_2.txt 
Rank: 2, epoch: 0, batch_idx: 0, train-time: 5.209165573120117, com-time: 9.38336730003357, loss 6.912566661834717, prec: 0.0, 
Rank: 2, epoch: 0, batch_idx: 1, train-time: 5.631205797195435, com-time: 9.39332914352417, loss 96.13372039794922, prec: 3.9215686321258545, 
Rank: 2, epoch: 0, batch_idx: 2, train-time: 5.710934162139893, com-time: 9.411568403244019, loss 6.864841461181641, prec: 15.686274528503418, 
Rank: 2, epoch: 0, batch_idx: 3, train-time: 5.702781915664673, com-time: 9.427000999450684, loss 6.839130401611328, prec: 9.803921699523926, 
Rank: 2, epoch: 0, batch_idx: 4, train-time: 5.7082579135894775, com-time: 9.398905038833618, loss 6.621819019317627, prec: 5.882352828979492, 
Rank: 2, epoch: 0, batch_idx: 5, train-time: 5.727480411529541, com-time: 9.399518728256226, loss 4.535245895385742, prec: 15.686274528503418, 
Rank: 2, epoch: 0, batch_idx: 6, train-time: 5.7067952156066895, com-time: 9.399580478668213, loss 13.179784774780273, prec: 1.9607843160629272, 
Rank: 2, epoch: 0, batch_idx: 7, train-time: 5.733540296554565, com-time: 9.41485595703125, loss 5.797574043273926, prec: 7.843137264251709, 
Rank: 2, epoch: 0, batch_idx: 8, train-time: 5.814084053039551, com-time: 9.39688777923584, loss 5.706874847412109, prec: 7.843137264251709, 
Rank: 2, epoch: 0, batch_idx: 9, train-time: 5.738595962524414, com-time: 9.413769960403442, loss 5.202244758605957, prec: 9.803921699523926, 
Rank: 2, epoch: 0, batch_idx: 10, train-time: 5.614537000656128, com-time: 9.406822681427002, loss 4.198567867279053, prec: 3.9215686321258545, 
Rank: 2, epoch: 0, batch_idx: 11, train-time: 5.769125938415527, com-time: 9.428107261657715, loss 3.09790301322937, prec: 9.803921699523926, 
Rank: 2, epoch: 0, batch_idx: 12, train-time: 5.837202787399292, com-time: 9.405275106430054, loss 3.3303351402282715, prec: 13.72549057006836, 
Rank: 2, epoch: 0, batch_idx: 13, train-time: 5.651810884475708, com-time: 9.450138568878174, loss 3.6331586837768555, prec: 5.882352828979492, 
Rank: 2, epoch: 0, batch_idx: 14, train-time: 5.7823333740234375, com-time: 9.40812611579895, loss 3.8077335357666016, prec: 9.803921699523926, 
Rank: 2, epoch: 0, batch_idx: 15, train-time: 5.738474369049072, com-time: 9.386005163192749, loss 3.2530226707458496, prec: 7.843137264251709, 
Rank: 2, epoch: 0, batch_idx: 16, train-time: 5.7087976932525635, com-time: 9.404858350753784, loss 2.8199899196624756, prec: 7.843137264251709, 
Rank: 2, epoch: 0, batch_idx: 17, train-time: 5.75817084312439, com-time: 9.40599775314331, loss 2.5434648990631104, prec: 9.803921699523926, 
Rank: 2, epoch: 0, batch_idx: 18, train-time: 5.662824869155884, com-time: 9.390975952148438, loss 2.365506410598755, prec: 13.72549057006836, 
Rank: 2, epoch: 0, batch_idx: 19, train-time: 5.7452428340911865, com-time: 9.40522313117981, loss 2.6376187801361084, prec: 5.882352828979492, 
Rank: 2, epoch: 0, batch_idx: 20, train-time: 5.735787391662598, com-time: 9.38418436050415, loss 2.4942288398742676, prec: 17.647058486938477, 
